Timestamp[nanosec],gx[rad/s],gy[rad/s],gz[rad/s],ax[m/s^2],ay[m/s^2],az[m/s^2],Unix time[nanosec]
92758203103830,0.038748965,3.9947388E-4,-0.006657898,10.01315,0.7104794,0.40102878,1666189736734
92758223006434,0.02410159,-0.0051931604,-0.00785632,9.918579,0.5895722,-0.073621705,1666189736753
92758242909038,-0.032357384,-0.00785632,0.0013315795,9.603143,0.58657944,0.3716998,1666189736773
92758262811643,-0.04354265,-0.0071905297,0.003462107,10.213066,0.76075757,0.3657143,1666189736793
92758282714247,-0.0070573715,-0.008655267,0.0054594763,9.821614,0.694917,0.30286652,1666189736813
92758302616486,0.02223738,-0.0035952649,0.009054741,9.577405,0.741604,0.34835634,1666189736833
92758322518570,-0.0049268445,-0.0017310535,0.012516848,10.210671,0.4830302,-0.4225766,1666189736853
92758342420653,-0.037550543,0.0013315795,0.019307904,9.874287,0.7906851,0.07062895,1666189736873
92758362322736,-0.019840535,0.003462107,0.022636853,9.865907,0.80684596,0.44891283,1666189736893
92758382225340,0.011318427,0.0023968432,0.025566328,9.844358,0.7445967,0.47524905,1666189736913
92758402127945,-0.009054741,-0.0014647375,0.028495802,9.883863,0.42197806,0.12808979,1666189736933
92758422030549,-0.060720026,-0.0075900033,0.031691592,9.912594,0.5686229,0.33638534,1666189736952
92758441933153,-0.062184766,-0.011851058,0.036218964,9.919178,0.86251116,0.83497787,1666189736972
92758461835757,0.022503695,-0.011984216,0.04034686,9.658808,0.83856916,0.705691,1666189736992
92758481738361,0.087617934,-0.011318427,0.04034686,10.260351,0.24779987,-0.110133275,1666189737012
92758501640965,0.0585895,-0.0021305273,0.034354754,9.791686,0.0724246,-0.31124622,1666189737032
92758521543101,-0.017443692,-0.0014647375,0.024234748,9.923966,-0.26635495,-0.272939,1666189737052
92758541445184,-0.046605285,0.0039947387,0.010386321,10.031107,-0.1316811,0.3669114,1666189737072
92758561347268,-0.0047936863,0.00585895,-0.003462107,9.9233675,0.091578215,0.55365914,1666189737092
92758581249507,0.03249054,0.005592634,-0.013981585,9.981427,0.22445641,0.22625206,1666189737112
92758601137268,0.012916322,0.003462107,-0.018375797,9.933543,0.2861071,0.08619126,1666189737131
92758621055601,-0.024234748,7.9894776E-4,-0.017843166,9.91439,0.43634325,0.11372458,1666189737152
92758640957684,-0.023169484,2.663159E-4,-0.014913691,9.889849,0.7218518,0.48722005,1666189737171
92758660859768,0.0126500055,-0.0011984216,-0.012516848,9.906608,0.6727707,0.48841715,1666189737198
92758680761851,0.039547913,-0.0021305273,-0.011185268,9.904214,0.45669398,0.24779987,1666189737214
92758700664143,0.032091066,-0.0014647375,-0.01105211,9.913791,0.33758244,0.047884032,1666189737233
92758720566747,0.010253162,0.0013315795,-0.012117374,9.886856,0.3585317,0.01616086,1666189737252
92758740469351,-0.0087884255,0.0037284228,-0.011318427,9.894637,0.44711718,0.039504327,1666189737272
92758760371955,-0.008655267,0.006391582,-0.009986847,9.889849,0.6841431,0.2873042,1666189737292
92758780274559,0.010253162,0.0077231615,-0.0077231615,9.898229,0.6410475,0.3866636,1666189737315
92758800177163,0.012916322,0.005725792,-0.003462107,9.894637,0.57640404,0.22984336,1666189737337
92758820079768,-0.012250531,0.0017310535,-3.9947388E-4,9.903017,0.57879823,0.24061728,1666189737351
92758839982372,-0.015046849,-0.003328949,0.0013315795,9.932944,0.5781997,0.60932434,1666189737372
92758859884872,0.0117179,-0.0074568456,6.6578976E-4,9.911396,0.4141969,0.44232875,1666189737396
92758879786955,0.012783164,-0.00972053,1.3315796E-4,9.91439,0.3549404,0.22864626,1666189737413
92758899689038,-0.013182637,-0.0087884255,-0.0010652636,9.915586,0.43634325,0.01316811,1666189737435
92758919591122,-0.01571264,-0.0039947387,-0.0042610546,9.920375,0.42078096,0.18854338,1666189737451
92758939493622,2.663159E-4,-1.3315796E-4,-0.00585895,9.896433,0.38726214,0.2184709,1666189737475
92758959396226,-0.00785632,0.002796317,-0.006924214,9.895236,0.42556936,0.09756372,1666189737491
92758979298830,-0.021305272,0.003195791,-0.006258424,9.918579,0.5835867,0.34835634,1666189737510
92758999201434,5.326318E-4,0.0019973693,-0.0073236874,9.920375,0.52253455,0.46926352,1666189737532
92759019104038,0.0126500055,2.663159E-4,-0.0071905297,9.890448,0.45250413,0.22505496,1666189737552
92759039006643,-0.016511586,-0.0037284228,-0.005060002,9.900024,0.5626374,0.1448492,1666189737569
92759058909247,-0.03195791,-0.0049268445,-0.0021305273,9.907805,0.6967127,0.42437226,1666189737595
92759078811851,0.003462107,-0.005326318,-0.0013315795,9.917382,0.6075287,0.4950012,1666189737612
92759098697111,0.038216334,-0.003328949,-7.9894776E-4,9.877877,0.4854244,0.089782566,1666189737637
92759118616486,0.018109482,3.9947388E-4,0.0021305273,9.8994255,0.46507367,-0.24899697,1666189737654
92759138519195,-0.031292118,0.0045273704,0.003462107,9.887454,0.50158525,-0.1436521,1666189737670
92759158421278,-0.030226856,0.0049268445,0.0061252657,9.906608,0.6500258,0.5494693,1666189737690
92759178323361,0.010785795,0.0038615807,0.0061252657,9.909601,0.6548142,0.58119243,1666189737711
92759198225601,0.02476738,2.663159E-4,0.008388951,9.910798,0.49200845,0.24540567,1666189737730
92759218128205,-2.663159E-4,-0.0035952649,0.0077231615,9.940127,0.37588966,0.18315643,1666189737749
92759238030809,-0.017177377,-0.0075900033,0.0023968432,9.949704,0.21308395,0.3172317,1666189737770
92759257933413,-0.005592634,-0.010253162,-0.003195791,9.920973,0.29927522,0.320823,1666189737794
92759277836018,0.003328949,-0.00652474,-0.006657898,9.844358,0.49081135,-0.0035913025,1666189737810
92759297738622,0.0015978955,-0.0015978955,-0.0043942127,10.108918,0.57161564,-0.010773907,1666189737831
92759317641226,1.3315796E-4,0.005592634,-0.0014647375,10.107122,0.65660983,0.04309563,1666189737849
92759337543830,-0.0038615807,0.010386321,0.0018642114,9.508572,0.6147113,0.12808979,1666189737871
92759357446434,-0.011451584,0.007989477,0.006657898,10.239402,0.6805518,0.30346507,1666189737892
92759377349038,-0.045806337,2.663159E-4,0.0105194785,9.64145,0.60094464,0.41299978,1666189737910
92759397251643,-0.05273055,-0.0071905297,0.018775271,9.879075,0.7990648,0.7793127,1666189737929
92759417153882,-6.6578976E-4,-0.012783164,0.023169484,9.925163,0.83976626,0.5859809,1666189737948
92759437055965,0.028362645,-0.013848428,0.02809633,9.904813,0.64583594,-0.108337626,1666189737969
92759456958049,-0.03914844,-0.011984216,0.034754228,9.890448,0.5177461,-0.3878607,1666189737988
92759476860445,-0.15779218,-0.01571264,0.040746335,9.944916,0.5386954,0.050876785,1666189738009
92759496763049,-0.17030902,-0.019041587,0.041944757,9.936536,0.6889315,0.9624691,1666189738033
92759516665653,-0.051532127,-0.01944106,0.040213704,9.933543,0.7140707,1.2389994,1666189738052
92759536568257,0.069907926,-0.017177377,0.03635212,9.962274,0.24121583,0.27473465,1666189738070
92759556470861,0.079095826,-0.011984216,0.026897907,9.966463,-0.30945057,-0.57281274,1666189738088
92759576373465,-0.009454215,-0.005992108,0.0117179,9.957485,-0.6727707,-0.55725044,1666189738108
92759596276070,-0.08042741,-0.0,-0.00585895,9.9473095,-0.6907272,-0.2765303,1666189738135
92759616178674,-0.080294244,0.0017310535,-0.027164223,10.037092,-0.40342298,0.2789245,1666189738149
92759636081278,-0.01890843,9.321057E-4,-0.0468716,9.96347,-0.048482586,0.7290344,1666189738172
92759655983882,0.05339634,0.0021305273,-0.054062128,9.954493,0.39983168,0.26994625,1666189738187
92759675886486,0.051265813,0.006391582,-0.054594763,9.832388,0.5434838,-0.21188685,1666189738208
92759695789090,6.6578976E-4,0.00652474,-0.04554002,9.896433,0.7314286,0.026934769,1666189738229
92759715691695,0.0074568456,0.009454215,-0.039414756,9.876082,0.86131406,0.31423897,1666189738247
92759735593830,0.060986344,0.010785795,-0.03528686,9.895236,0.6979098,0.47405192,1666189738268
92759755495913,0.09707215,0.011185268,-0.031691592,9.8994255,0.53570265,0.20590134,1666189738293
92759775397997,0.09334373,0.013182637,-0.030493172,9.901221,0.4985925,0.040102877,1666189738311
92759795300549,0.049667917,0.01691106,-0.026365275,9.866506,0.51595044,-0.20590134,1666189738327
92759815203153,-0.009454215,0.017310534,-0.02157159,9.904813,0.5847838,0.08619126,1666189738347
92759835105757,-0.05006739,0.012916322,-0.016378429,9.885659,0.75357497,0.521936,1666189738368
92759854993986,-0.042477388,0.003328949,-0.010120004,9.917382,0.85293436,0.8295909,1666189738388
92759874911851,0.009187899,-0.0070573715,-0.0049268445,9.928156,0.90740246,0.79487497,1666189738408
92759894813934,0.032091066,-0.015446323,-0.0015978955,9.842564,0.83258367,0.16938977,1666189738429
92759914716018,0.0073236874,-0.013582111,0.010253162,9.800665,0.86251116,-0.03172317,1666189738446
92759934618153,-0.036884755,-0.0105194785,0.01624527,9.866506,0.7589619,-0.24600422,1666189738467
92759954520757,-0.07097319,-0.00585895,0.023036325,9.855133,0.8463503,0.24121583,1666189738485
92759974423361,-0.051132657,-0.0046605286,0.031558435,9.865907,0.7715315,0.54887074,1666189738506
92759994325965,-0.020106852,-0.005725792,0.03715107,9.931747,0.62009823,0.51714754,1666189738529
92760014228570,-0.0030626329,-0.009986847,0.03834949,9.931747,0.480636,0.31304187,1666189738546
92760034131174,6.6578976E-4,-0.012916322,0.038083173,9.931747,0.32441434,0.20590134,1666189738569
92760054033778,0.013315796,-0.0087884255,0.03395528,9.928156,0.2801216,0.24121583,1666189738586
92760073936382,0.030360013,-0.003462107,0.02543317,9.944317,0.11671733,0.046686932,1666189738607
92760093838986,0.010253162,0.0023968432,0.013582111,9.947908,-0.19393034,-0.16101007,1666189738625
92760113741590,-0.023835273,0.005592634,5.326318E-4,9.985617,-0.219668,0.08499416,1666189738646
92760133644195,-0.039281595,0.005326318,-0.013582111,9.980828,-0.17657238,0.25857377,1666189738670
92760153546799,-0.015446323,0.0018642114,-0.0234358,9.959281,0.16460137,0.5638345,1666189738685
92760173449403,0.020772642,-0.0013315795,-0.029028434,9.949105,0.4890157,0.5153519,1666189738705
92760193352007,0.040480018,-0.002929475,-0.028762119,9.866506,0.57161564,0.19632454,1666189738724
92760213254611,0.05659213,0.0013315795,-0.025033696,9.892242,0.60094464,0.037110128,1666189738745
92760233157215,0.05672529,0.008255793,-0.02410159,9.892242,0.55485624,-0.10534488,1666189738766
92760253059820,0.0045273704,0.013182637,-0.018375797,9.840768,0.54049104,-0.24540567,1666189738786
92760272962424,-0.059521604,0.013582111,-0.009853689,9.904214,0.5907693,-0.077811554,1666189738804
92760292865028,-0.0677774,0.0067910557,-0.0074568456,9.74859,0.9427169,0.88286185,1666189738823
92760312767632,-0.057391077,-0.006391582,0.0042610546,9.739014,0.8882488,0.6607997,1666189738844
92760332670236,0.0030626329,-0.01890843,0.010386321,9.585187,1.0217255,0.8379706,1666189738865
92760352554507,0.06964161,-0.02210422,0.019041587,9.926959,0.9187749,0.41359833,1666189738887
92760372475340,0.08109319,-0.0109189525,0.02277001,9.554661,0.6865373,-0.2765303,1666189738906
92760392377736,0.050600022,0.0046605286,0.029427908,9.686341,0.40282443,-0.61112,1666189738925
92760412279820,0.015845796,0.026232118,0.031691592,9.949105,0.29269117,-0.33039984,1666189738947
92760432181903,-0.009054741,0.032224227,0.027430538,9.957485,0.19871874,0.20949265,1666189738967
92760452084351,0.0010652636,0.026897907,0.017576851,9.988011,0.14544775,0.8619126,1666189738984
92760471986955,0.03382212,0.013715269,0.00785632,10.0341,0.040102877,0.9660604,1666189739004
92760491889559,0.03968107,-0.0039947387,-0.0043942127,9.872491,-0.049081136,0.7182605,1666189739029
92760511792163,0.020373167,-0.017177377,-0.013315796,10.2495775,-0.034117375,0.4309563,1666189739046
92760531694768,-0.0021305273,-0.020772642,-0.024634222,9.644443,0.13946225,0.29688102,1666189739071
92760551597372,-0.009986847,-0.015446323,-0.027430538,9.499594,0.47465047,-0.025139118,1666189739082
92760571499976,-0.013182637,-0.005060002,-0.025832644,9.965266,0.51595044,-0.17118542,1666189739103
92760591396018,-0.01691106,0.0077231615,-0.023302643,9.777321,0.6901286,-0.15023616,1666189739122
92760611296070,-0.03968107,0.013182637,-0.015180007,9.880272,0.66139823,0.05267244,1666189739142
92760631208518,-0.07456846,0.008255793,-0.010253162,9.897031,0.664391,0.2861071,1666189739166
92760651110601,-0.0845553,-0.005060002,-0.002929475,9.952098,0.7044938,0.682946,1666189739191
92760671012684,-0.032890014,-0.017976323,0.005592634,9.929952,1.1055226,1.1264719,1666189739202
92760690915184,0.06498108,-0.022636853,0.0087884255,9.872491,1.0779893,0.8822633,1666189739222
92760710817788,0.10692584,-0.014247901,0.018375797,9.835979,0.7858967,-0.030526072,1666189739246
92760730720393,0.08562057,0.0046605286,0.021837905,9.837176,0.44232875,-0.6452374,1666189739268
92760750622997,0.02543317,0.020905798,0.01571264,9.949105,-0.09876082,-0.5781997,1666189739284
92760770525601,-0.042610545,0.027430538,0.0087884255,9.97604,0.02813187,0.17118542,1666189739305
92760790428205,-0.051532127,0.021971062,-5.326318E-4,10.016742,0.2160767,0.90381116,1666189739324
92760810330809,-0.0023968432,0.0087884255,-0.010386321,9.993997,0.2896984,1.1366472,1666189739342
92760830233413,0.036884755,-0.0071905297,-0.01890843,9.986216,0.18734628,0.7757214,1666189739366
92760850136018,0.05006739,-0.017310534,-0.027164223,10.005369,0.17896658,0.59376204,1666189739383
92760870038622,0.034621067,-0.018508956,-0.0326237,9.882068,0.23343466,-0.25558102,1666189739404
92760889941226,-0.0041278964,-0.008921583,-0.034621067,9.876082,0.38845924,-0.39923313,1666189739421
92760909843830,-0.02476738,0.003195791,-0.03249054,9.896433,0.5141548,-0.16938977,1666189739441
92760929746434,-0.021172116,0.013582111,-0.031691592,9.829395,0.62608373,0.14664486,1666189739465
92760949649038,6.6578976E-4,0.018375797,-0.026498433,9.9233675,0.66738373,0.45609543,1666189739484
92760969551643,0.024234748,0.015978955,-0.027430538,9.896433,0.6194997,0.45489833,1666189739502
92760989454247,0.021971062,0.010652636,-0.02476738,9.916184,0.5847838,0.43275195,1666189739521
92761009356851,0.0015978955,0.0023968432,-0.023169484,9.925761,0.55605334,0.40043023,1666189739540
92761029259455,-0.016378429,-0.0042610546,-0.021038957,9.877279,0.6901286,0.46327803,1666189739563
92761049162059,-0.013182637,-0.00972053,-0.016777903,9.889849,0.7236475,0.45848963,1666189739580
92761069064663,-0.0019973693,-0.0109189525,-0.016112113,9.892242,0.6937199,0.2220622,1666189739602
92761088963934,-0.0070573715,-0.009587373,-0.012783164,9.874287,0.6356605,0.09935937,1666189739626
92761108858465,-0.036751594,-0.0077231615,-0.011851058,9.892242,0.5303157,0.0047884034,1666189739640
92761128773413,-0.061518975,-0.00585895,-0.009454215,9.88506,0.6075287,0.2908955,1666189739660
92761148676018,-0.049934234,-0.0073236874,-0.0070573715,9.913791,0.7140707,0.57760113,1666189739680
92761168578622,1.3315796E-4,-0.0075900033,-0.0071905297,9.910798,0.7392098,0.57760113,1666189739702
