Timestamp[nanosec],gx[rad/s],gy[rad/s],gz[rad/s],ax[m/s^2],ay[m/s^2],az[m/s^2],Unix time[nanosec]
92869122027742,0.006657898,0.060187396,0.059521604,10.186729,1.8596961,1.0690111,1666189847655
92869141930867,0.026631592,0.060320552,0.08069372,11.107899,1.9560628,0.7505822,1666189847673
92869161833992,0.0087884255,0.05219792,0.100001626,12.396578,2.0081367,0.35314476,1666189847693
92869181737117,-0.044607915,0.03528686,0.120907426,12.61026,1.970428,0.22685061,1666189847718
92869201640242,-0.079495296,0.019840535,0.14301164,11.346122,1.8046296,0.5566519,1666189847733
92869221543367,-0.051532127,0.015046849,0.14620744,10.046669,1.6250644,0.5542577,1666189847758
92869241446492,-0.0061252657,0.017710008,0.13915007,9.673173,1.2563573,0.022146367,1666189847780
92869261350033,0.0014647375,0.02796317,0.11930953,9.668385,1.1001357,-0.3657143,1666189847793
92869281253679,-0.01624527,0.04367581,0.09653952,10.509348,0.90261406,-0.59974754,1666189847814
92869301157325,-0.0061252657,0.062051605,0.07496793,11.072584,0.9696517,-0.30526072,1666189847832
92869321060554,0.04234423,0.08415583,0.051798444,10.930728,1.0265139,-0.0688333,1666189847853
92869340963679,0.06657898,0.09920268,0.035153702,11.060614,0.7428011,-0.3752911,1666189847874
92869360866804,0.033555806,0.117179,0.013582111,10.134057,0.3393781,-0.9259575,1666189847892
92869380769929,-0.035686333,0.12783164,-0.006657898,10.171167,0.27952304,-0.45609543,1666189847912
92869400673054,-0.072837405,0.13821796,-0.027430538,9.627085,0.28909984,-0.3573346,1666189847932
92869420576179,-0.046605285,0.13755217,-0.0468716,9.813234,0.58657944,0.6961141,1666189847954
92869440479304,0.016644744,0.13289164,-0.06351634,9.808446,0.6135142,0.87328506,1666189847972
92869460383106,0.048735812,0.12250532,-0.07629951,9.444528,0.43275195,0.5363012,1666189847992
92869480286231,0.021038957,0.10785794,-0.08269109,9.085996,0.3633201,0.46088383,1666189848013
92869500189356,-0.028762119,0.08788425,-0.08695214,8.981848,0.39624038,0.53330845,1666189848036
92869520092481,-0.054861076,0.06444845,-0.08855004,8.801684,0.623091,0.7978677,1666189848051
92869539995606,-0.05392897,0.038216334,-0.08881636,8.665813,0.670975,1.0851719,1666189848071
92869559898731,-0.046338968,0.014247901,-0.08775109,9.209895,0.64703304,0.7068881,1666189848091
92869579801856,-0.057391077,-0.011984216,-0.08269109,9.4972,0.62009823,0.7679402,1666189848112
92869599704981,-0.07337003,-0.028762119,-0.08109319,9.388862,0.63087213,0.78529817,1666189848131
92869619608106,-0.072571084,-0.044075284,-0.07683214,9.214684,0.61171854,0.7529764,1666189848155
92869639511231,-0.06191845,-0.053529497,-0.07390267,9.028535,0.56084174,0.57760113,1666189848172
92869659414356,-0.052464236,-0.059388448,-0.07097319,8.898649,0.50517654,0.37828386,1666189848191
92869679317481,-0.055793185,-0.060853187,-0.06844319,8.942344,0.53570265,0.1945289,1666189848211
92869699209877,-0.062983714,-0.061518975,-0.0627174,9.143456,0.688333,0.2741361,1666189848230
92869719112273,-0.05219792,-0.061785292,-0.054461602,9.330204,0.85652566,0.46926352,1666189848255
92869739028210,-0.02476738,-0.06431529,-0.04314318,9.376292,0.87807345,0.51235914,1666189848270
92869758931335,-0.010120004,-0.07084003,-0.031824753,9.389461,0.7966706,0.39624038,1666189848289
92869778834460,-0.02862896,-0.08162583,-0.023036325,9.190742,0.7332243,0.1352724,1666189848313
92869798737585,-0.07057372,-0.095341094,-0.011851058,9.291897,0.88525605,0.10414778,1666189848330
92869818640710,-0.11491532,-0.108124256,0.005060002,9.589975,1.234211,0.13706805,1666189848353
92869838543835,-0.14793849,-0.11664637,0.026631592,9.885659,1.411382,0.17357962,1666189848371
92869858446960,-0.17230639,-0.11917637,0.050466865,11.900978,2.0919337,0.17118542,1666189848389
92869878350085,-0.19627483,-0.11025479,0.08135951,13.33271,2.3385365,0.2172738,1666189848411
92869898253210,-0.21651484,-0.090147935,0.11598058,12.678495,2.3133974,0.35793316,1666189848430
92869918156335,-0.20785956,-0.06391582,0.13835111,11.223419,1.9812019,0.54288524,1666189848454
92869938059460,-0.16205323,-0.04420844,0.14088112,10.280104,1.6466122,0.82240826,1666189848479
92869957962585,-0.09494162,-0.03781686,0.12876374,10.126276,1.3413515,1.0229226,1666189848489
92869977865710,-0.049934234,-0.042876862,0.11012163,10.5045595,0.943914,0.9498995,1666189848510
92869997768940,-0.07483477,-0.05472792,0.08855004,10.847529,0.5590461,0.705691,1666189848529
92870017672585,-0.16138744,-0.06498108,0.06711161,10.860698,0.47165772,0.8283938,1666189848551
92870037576231,-0.22397168,-0.071372665,0.047936864,10.823587,0.6757634,1.4107834,1666189848571
92870057479773,-0.18402429,-0.07816372,0.029694224,10.63684,0.84335756,2.0242975,1666189848589
92870077382898,-0.05419529,-0.08855004,0.008655267,10.165182,0.78769237,2.0111294,1666189848611
92870097286023,0.05978792,-0.09693899,-0.011318427,9.909601,0.62129533,1.6663644,1666189848628
92870117189148,0.065913185,-0.099735305,-0.033688962,9.371504,0.051475335,0.41000703,1666189848653
92870137092273,-0.014114743,-0.09867004,-0.05472792,9.301474,-0.005985504,0.25498247,1666189848675
92870156995398,-0.07776424,-0.09773794,-0.07297056,9.28232,0.2705448,0.85054016,1666189848689
92870176898523,-0.05086634,-0.09614004,-0.08908267,9.239224,0.43634325,1.1204864,1666189848710
92870196794825,0.037950017,-0.093476884,-0.09827057,9.101558,0.6769605,1.282095,1666189848729
92870216687846,0.10945584,-0.08628636,-0.103996366,8.81964,0.55246204,0.62368953,1666189848756
92870236608731,0.11677953,-0.07217161,-0.108124256,8.69155,0.49081135,0.35793316,1666189848769
92870256511856,0.07590003,-0.051132657,-0.11012163,8.669404,0.4973954,0.08319851,1666189848787
92870276414981,0.044075284,-0.026764749,-0.108923204,8.784326,0.5907693,0.22804771,1666189848809
92870296318106,0.07004108,-0.005992108,-0.10759163,9.130887,1.0336965,0.94211835,1666189848827
92870316221231,0.13994901,0.009587373,-0.101466365,9.270947,1.1414356,1.0217255,1666189848851
92870336124356,0.19054903,0.018109482,-0.0937432,9.197326,1.049259,0.7152678,1666189848868
92870356027481,0.17776588,0.021038957,-0.08109319,9.080608,0.9708488,0.45968673,1666189848887
92870375930606,0.12104058,0.020772642,-0.068043716,9.090784,0.9804256,0.47105917,1666189848907
92870395833731,0.06325003,0.014913691,-0.053529497,9.1350765,1.0749966,0.56982,1666189848934
92870415736856,0.017976323,0.003195791,-0.03581949,9.192537,1.2204443,0.6991069,1666189848948
92870435639981,-0.0030626329,-0.00652474,-0.014913691,9.108142,1.4401124,0.90979666,1666189848966
92870455543106,0.020373167,-0.0077231615,0.012783164,9.211691,1.6968905,1.0708067,1666189848987
92870475446231,0.071372665,-3.9947388E-4,0.044075284,9.408015,1.8046296,1.0546459,1666189849008
92870495349565,0.116246894,0.009187899,0.0820253,9.69113,1.9877859,0.8367735,1666189849026
92870515253210,0.13568796,0.019707378,0.118111104,9.861118,2.0679917,0.49440265,1666189849050
92870535156856,0.12330426,0.026897907,0.15166691,11.580753,2.2750902,-0.05626374,1666189849070
92870555060294,0.07057372,0.024634222,0.19108167,12.724584,2.1936872,-0.40222588,1666189849087
92870574963419,0.003328949,0.01304948,0.22556958,11.7627125,1.9590555,-0.3573346,1666189849105
92870594866544,-0.018775271,0.00585895,0.24314642,10.996569,1.7082629,-0.14724341,1666189849126
92870614769669,0.008388951,0.00585895,0.23795326,9.342773,1.0684125,-0.2645593,1666189849147
92870634672794,0.015180007,0.013715269,0.21358536,9.703699,0.6440403,-0.80564886,1666189849167
92870654575919,-0.010386321,0.02862896,0.17936377,11.054029,0.46627077,-0.93493575,1666189849187
92870674479044,-0.013315796,0.047670547,0.14407691,11.662156,0.5542577,-0.7200562,1666189849206
92870694382898,0.049934234,0.06378266,0.1155811,12.082937,0.6937199,-0.16280572,1666189849226
92870714286023,0.14434323,0.07190529,0.08508793,11.255142,0.5069722,-0.0011971008,1666189849251
92870734189148,0.16618113,0.07736477,0.051532127,10.230424,-0.23403321,-1.146224,1666189849265
92870754092273,0.07270424,0.08162583,0.021837905,10.014347,-0.46028528,-1.2366052,1666189849285
92870773995398,-0.049801074,0.09334373,-0.009587373,10.023924,-0.1945289,-0.6703765,1666189849309
92870793898523,-0.092012145,0.09827057,-0.03528686,9.516354,0.2148796,0.0688333,1666189849326
92870813801648,-0.01944106,0.0962732,-0.052996866,9.825205,0.41599256,0.6003461,1666189849349
92870833704773,0.072837405,0.08948214,-0.06937529,9.403826,0.43754035,0.6386533,1666189849369
92870853607898,0.082824245,0.07962846,-0.082424775,9.176975,0.08379706,-0.11971009,1666189849385
92870873511023,0.008655267,0.06764424,-0.09028109,8.887876,0.08319851,-0.2124854,1666189849407
92870893414148,-0.06831003,0.052464236,-0.09387636,8.750209,0.17597382,-0.092176765,1666189849426
92870913317273,-0.08109319,0.03395528,-0.09614004,8.59698,0.5446809,0.6655881,1666189849447
92870933220398,-0.03715107,0.012250531,-0.096006885,8.593987,0.62967503,0.8110358,1666189849467
92870953105971,3.9947388E-4,-0.015446323,-0.094142675,9.018359,0.47105917,0.30825347,1666189849484
92870973022794,-0.0061252657,-0.037550543,-0.095341094,9.015367,0.3561375,0.34955344,1666189849507
92870992931179,-0.039547913,-0.056991603,-0.09334373,8.631097,0.3537433,0.25258827,1666189849526
92871012834304,-0.06910898,-0.07563372,-0.093476884,9.363124,0.3309984,0.15023616,1666189849545
92871032737429,-0.05619266,-0.08695214,-0.094542146,8.938752,0.40880993,0.46267948,1666189849565
92871052640554,-0.015845796,-0.09680583,-0.09480847,9.0842,0.47644615,0.40102878,1666189849589
92871072543679,0.010386321,-0.10173268,-0.09547425,9.135675,0.45908818,0.108936176,1666189849604
92871092446804,0.0019973693,-0.101200044,-0.09187899,9.215282,0.47764325,-0.3286042,1666189849626
92871112349929,-0.016777903,-0.09733847,-0.08628636,9.197326,0.5482722,-0.30346507,1666189849645
92871132253054,-0.01571264,-0.093476884,-0.07669898,9.069835,0.81343,-0.21188685,1666189849663
92871152156179,-0.0023968432,-0.09400952,-0.06285056,9.200318,1.050456,-0.27473465,1666189849686
92871172059304,0.0017310535,-0.09760478,-0.042743705,9.698911,1.287482,-0.4369418,1666189849703
92871191962429,-0.019707378,-0.10239847,-0.01624527,10.00477,1.448492,-0.521936,1666189849726
92871211865554,-0.06578003,-0.105860576,0.014247901,10.949882,1.8118122,-0.59735334,1666189849743
92871231768679,-0.1130511,-0.10785794,0.049667917,13.213599,2.594716,-0.37229836,1666189849762
92871251672325,-0.14088112,-0.09827057,0.09614004,13.031041,2.6743233,-0.006584055,1666189849783
92871271575971,-0.14780533,-0.084288985,0.14074796,11.331757,2.3361423,0.12808979,1666189849804
92871291479617,-0.14141375,-0.07004108,0.16551533,10.118495,1.9243397,0.207697,1666189849823
92871311382742,-0.1254348,-0.0652474,0.16844481,9.990405,1.7280151,0.2184709,1666189849851
92871331285867,-0.12157321,-0.06311687,0.15712638,10.410587,1.6124948,0.2681506,1666189849863
92871351188992,-0.15592797,-0.06671213,0.14008217,11.513716,0.943914,0.24301147,1666189849883
92871371092117,-0.21611536,-0.07403582,0.11744532,11.076176,0.6374562,0.45669398,1666189849905
92871390995242,-0.24887222,-0.07869635,0.08934899,10.782288,0.6344634,0.91458505,1666189849922
92871410898367,-0.21678115,-0.08135951,0.062584236,10.822391,0.7009025,1.1336545,1666189849946
92871430801492,-0.13715269,-0.08468846,0.04061318,10.587758,0.66618663,1.1695676,1666189849961
92871450688523,-0.06644582,-0.084954776,0.01824264,10.26095,0.55246204,0.9720459,1666189849988
92871470598106,-0.052597392,-0.08255793,-0.0018642114,9.519944,0.23223756,0.35793316,1666189850007
92871490511804,-0.079095826,-0.07576688,-0.021971062,9.452907,0.20649989,0.30645782,1666189850022
92871510414929,-0.093077414,-0.06791056,-0.037950017,9.376292,0.38965634,0.61650693,1666189850047
92871530318054,-0.062051605,-0.060187396,-0.050999496,9.260174,0.52612585,0.9175778,1666189850062
92871550221179,0.010652636,-0.053263184,-0.06165213,8.978855,0.6362591,0.9528923,1666189850087
92871570124304,0.08229162,-0.04474107,-0.06684529,8.8364,0.6242881,0.8379706,1666189850102
92871590027429,0.11571426,-0.032756858,-0.07057372,8.578424,0.52253455,0.4758476,1666189850121
92871609930554,0.115447946,-0.014647375,-0.074701615,8.515577,0.54647654,0.2789245,1666189850142
92871629833679,0.11664637,0.006924214,-0.07629951,8.630499,0.5895722,0.3417723,1666189850161
92871649736804,0.13915007,0.025166854,-0.07590003,8.962694,0.79367787,0.5734113,1666189850184
92871669639929,0.18056218,0.03648528,-0.07044056,9.148245,0.830788,0.59495914,1666189850202
92871689543054,0.21425115,0.04420844,-0.06617951,9.154829,0.6997054,0.3890578,1666189850222
92871709446179,0.21331905,0.05006739,-0.06391582,8.968081,0.56443304,0.17896658,1666189850242
92871729349460,0.1824264,0.056458972,-0.064048976,8.91062,0.51954174,0.11372458,1666189850261
92871749253106,0.12570111,0.05672529,-0.06378266,9.032724,0.45370123,-0.08738836,1666189850285
92871769156752,0.04700476,0.054461602,-0.061518975,9.061455,0.6183026,-0.049081136,1666189850302
92871789060242,-0.011851058,0.054461602,-0.053130023,9.081207,0.8098387,0.17597382,1666189850321
92871808963367,-0.009321057,0.05978792,-0.031824753,9.303269,1.5586253,0.9127894,1666189850340
92871828866492,0.036618438,0.06617951,2.663159E-4,9.718064,1.9991584,1.0055647,1666189850359
92871848769617,0.08149267,0.06724477,0.044607915,10.022727,2.19249,1.0229226,1666189850386
92871868672742,0.115447946,0.063383184,0.09547425,10.34355,2.48578,0.99299514,1666189850401
92871888575867,0.13422322,0.056858446,0.1415469,11.757326,2.8449101,0.75357497,1666189850420
92871908478992,0.11238532,0.036618438,0.19747324,12.836513,2.7222073,0.2717419,1666189850440
92871928382117,0.05086634,0.0030626329,0.25100276,11.930307,2.3439236,-0.017357962,1666189850459
92871948285242,0.002530001,-0.020373167,0.28415906,10.383054,1.8794483,0.18674773,1666189850486
92871968188367,0.0071905297,-0.03302317,0.29561067,9.300875,1.5436616,0.04309563,1666189850500
92871988091492,0.020240009,-0.032756858,0.29015118,9.320028,1.1959038,-0.44711718,1666189850519
92872007994617,0.007989477,-0.030093698,0.27976486,10.266935,0.9355343,-0.8750807,1666189850538
92872027897794,-0.0074568456,-0.019174745,0.26711485,10.798449,0.85891986,-0.9636662,1666189850565
92872047801440,0.0073236874,0.0015978955,0.2539322,11.448474,0.6985083,-0.92895025,1666189850581
92872067705085,0.03062633,0.027031064,0.229298,11.20247,0.091578215,-1.2246342,1666189850598
92872087608731,-7.9894776E-4,0.05219792,0.20066904,10.654796,-0.557849,-1.6280571,1666189850620
92872107511856,-0.093476884,0.07976162,0.16205323,9.940127,-0.830788,-1.4622587,1666189850638
92872127414981,-0.16751271,0.10319742,0.122771636,10.000581,-0.7254431,-0.95588505,1666189850663
92872147318106,-0.15379743,0.118776895,0.07962846,9.806051,-0.5943606,0.002992752,1666189850681
92872167221231,-0.054461602,0.12623374,0.041811597,9.82341,-0.36511576,0.8822633,1666189850701
92872187124356,0.01304948,0.11824426,0.0073236874,9.768942,-0.59136784,0.4417302,1666189850718
92872207004356,-0.016644744,0.10439584,-0.023702117,9.636662,-0.6811504,0.095768064,1666189850738
92872226931335,-0.11371689,0.09108004,-0.04886897,9.142858,-0.7493851,0.002992752,1666189850759
92872246834460,-0.18881798,0.06937529,-0.06964161,8.956709,-0.57879823,0.05267244,1666189850780
92872266737585,-0.18029587,0.040480018,-0.08801741,8.782531,-0.26755205,0.8475474,1666189850804
92872286640710,-0.122105844,0.0070573715,-0.10532794,8.962694,-0.1592144,1.1270704,1666189850818
92872306543835,-0.07936214,-0.02929475,-0.11957584,9.239224,-0.2208651,0.7314286,1666189850838
92872326446960,-0.083090566,-0.05805687,-0.13262533,8.918402,-0.19692309,0.6667852,1666189850859
92872346350085,-0.10359689,-0.08362319,-0.13941638,9.1512375,-0.12030864,0.3842694,1666189850882
92872366253210,-0.10199899,-0.09800425,-0.14753902,8.834005,0.008379706,0.8026561,1666189850898
92872386156335,-0.06471477,-0.10879005,-0.14913692,8.805275,0.18435353,0.7152678,1666189850919
92872406059460,-0.030892646,-0.11904321,-0.14767218,9.307459,0.17118542,0.41060558,1666189850937
92872425962585,-0.025566328,-0.12250532,-0.14061481,9.275736,0.08559271,-0.30466217,1666189850957
92872445865710,-0.058323186,-0.12144005,-0.13022847,9.317036,0.089782566,-0.56682724,1666189850980
92872465768835,-0.09068057,-0.11704584,-0.117312156,9.336189,0.15203181,-0.44651863,1666189850997
92872485672377,-0.08069372,-0.1105211,-0.1013332,9.465476,0.37588966,-0.054468088,1666189851017
92872505576023,-0.047670547,-0.10626005,-0.08522109,9.485229,0.41599256,-0.06703765,1666189851045
92872525479669,-0.03728423,-0.10492847,-0.06471477,9.532514,0.4333505,-0.29029694,1666189851056
92872545382950,-0.046472125,-0.105594255,-0.042743705,9.512163,0.58657944,-0.31902736,1666189851078
92872565286075,-0.06444845,-0.10972215,-0.01571264,9.546879,0.664391,-0.3669114,1666189851096
92872585189200,-0.0962732,-0.114382684,0.01571264,10.040085,0.9295488,-0.60333884,1666189851116
92872605092325,-0.13036163,-0.120907426,0.04567318,10.638636,1.2491747,-0.46088383,1666189851136
92872624995450,-0.13422322,-0.12623374,0.07190529,11.154586,1.435324,-0.3609259,1666189851157
92872644898575,-0.11984216,-0.124635845,0.09361004,12.534843,1.46585,-0.31783026,1666189851181
92872664801700,-0.11664637,-0.115447946,0.10426268,12.190677,1.1611878,-0.51714754,1666189851199
92872684704825,-0.1415469,-0.1029311,0.10253163,11.092337,0.7074866,-0.5398925,1666189851216
92872704586283,-0.15845796,-0.08775109,0.07989477,10.594342,0.4938041,-0.29209262,1666189851236
92872724510450,-0.14114743,-0.07456846,0.045273706,11.118074,0.40880993,-0.07182605,1666189851255
92872744415242,-0.105194785,-0.06458161,0.0043942127,11.795633,0.28431144,-0.005985504,1666189851282
92872764318367,-0.084954776,-0.054461602,-0.03728423,11.69388,-0.011971008,-0.27952304,1666189851296
92872784221492,-0.118377425,-0.04101265,-0.07776424,11.017518,-0.1412579,-0.5542577,1666189851317
92872804124617,-0.16831166,-0.02157159,-0.11424953,10.90499,0.11671733,-0.18195933,1666189851335
92872824027742,-0.1482048,-0.0014647375,-0.14088112,10.924144,0.6440403,0.5201403,1666189851359
92872843930867,-0.039281595,0.013981585,-0.15725954,10.737994,0.78769237,0.74519527,1666189851378
92872863833992,0.08442214,0.022370536,-0.17004271,9.618706,0.6452374,0.51714754,1666189851394
92872883737117,0.13315795,0.027830012,-0.18109483,9.114127,0.40641573,0.026934769,1666189851415
92872903640242,0.10412952,0.033555806,-0.19134799,8.92738,0.29568392,-0.09756372,1666189851435
92872923543367,0.0585895,0.035153702,-0.20053588,8.826823,0.42796355,0.26994625,1666189851460
92872943446492,0.06325003,0.033555806,-0.20785956,8.733449,0.65660983,0.8295909,1666189851476
92872963349617,0.12969585,0.0259658,-0.21305273,8.68796,0.7320272,1.0073603,1666189851495
92872983253263,0.2033322,0.019707378,-0.21638168,8.7538,0.64823014,0.6787562,1666189851515
92873003156908,0.21744694,0.012250531,-0.21704747,8.705916,0.4441244,0.13227965,1666189851534
92873023060554,0.17217323,0.0109189525,-0.21718062,8.616134,0.38486794,-0.15203181,1666189851555
92873042963731,0.114782155,0.017177377,-0.21584904,8.585009,0.44891283,-0.15502456,1666189851576
92873062866856,0.09867004,0.028229486,-0.21425115,8.708909,0.6931214,0.09876082,1666189851594
92873082769981,0.13981585,0.041278966,-0.20959063,9.097368,1.0875661,0.43754035,1666189851619
92873102673106,0.19893798,0.053529497,-0.20093535,9.19134,1.1480197,0.4213795,1666189851634
92873122576231,0.22290641,0.06564687,-0.18775272,9.077616,1.134253,-0.0688333,1666189851654
92873142479356,0.18562219,0.07523424,-0.17124113,9.106346,1.1240777,-0.24720132,1666189851677
92873162382481,0.10359689,0.08295741,-0.15033533,9.197925,1.2455834,-0.3866636,1666189851693
92873182285606,0.022636853,0.084954776,-0.12370374,9.381081,1.5837644,-0.046088383,1666189851725
92873202182169,-0.027031064,0.083889514,-0.092278466,9.248202,1.7950528,0.30047232,1666189851734
92873222082742,-0.03395528,0.08042741,-0.06058687,9.24521,1.9045875,0.44711718,1666189851756
92873241996075,-0.011984216,0.07816372,-0.024367906,9.910798,2.2972364,0.7356185,1666189851775
92873261899200,0.014647375,0.075367406,0.012250531,10.605117,2.4109612,0.61291564,1666189851793
92873281802325,0.015845796,0.071372665,0.047670547,11.227609,2.4827871,0.2681506,1666189851817
92873301705450,-0.015180007,0.061785292,0.08295741,11.393407,2.372654,0.10354923,1666189851832
92873321608575,-0.031824753,0.052464236,0.10213215,11.218631,2.4271219,0.16280572,1666189851857
92873341511700,1.3315796E-4,0.04167844,0.11677953,10.707469,2.3834279,0.27114335,1666189851874
92873361414825,0.05725792,0.035153702,0.120907426,10.323199,2.0931308,0.0017956513,1666189851893
92873381317950,0.10785794,0.034887385,0.112119,10.300454,1.9003977,-0.43275195,1666189851914
92873401221075,0.13448954,0.04367581,0.0988032,10.659584,1.6849195,-0.87927055,1666189851934
92873421124200,0.13355742,0.06165213,0.086419515,10.890625,1.4784195,-1.2557588,1666189851952
92873441027325,0.114782155,0.07936214,0.075101085,10.919355,1.4095862,-1.2958617,1666189851975
92873460908106,0.100001626,0.10066742,0.06857634,11.094132,1.407192,-1.1719618,1666189851992
92873480834929,0.08255793,0.123970054,0.06471477,10.720038,1.2204443,-1.2988545,1666189852014
92873500738054,0.057391077,0.14860427,0.05792371,10.612898,1.0109516,-1.3299791,1666189852035
92873520641179,0.029427908,0.16205323,0.050733183,10.045472,0.8242039,-0.83976626,1666189852051
92873540544304,0.0234358,0.17004271,0.035153702,9.52593,0.7062895,-0.21188685,1666189852072
92873560447429,0.028895276,0.17097482,0.018642114,9.353547,0.44113165,-0.44532153,1666189852091
92873580350554,0.021971062,0.16245271,0.0023968432,9.141661,0.3405752,-0.14544775,1666189852122
92873600253679,-0.007989477,0.14913692,-0.013448954,8.800487,0.23044191,-0.07062895,1666189852132
92873620156804,-0.045273706,0.13329111,-0.026232118,8.664616,0.26036942,0.06344634,1666189852152
92873640059929,-0.06444845,0.11331742,-0.036884755,8.325836,0.38845924,0.4758476,1666189852173
92873659963054,-0.050733183,0.087617934,-0.046605285,8.564059,0.50038815,0.90141696,1666189852191
92873679866179,-0.013448954,0.060453713,-0.0519316,8.219295,0.57999533,0.9911995,1666189852216
92873699769304,0.0042610546,0.028362645,-0.05472792,9.002797,0.40880993,0.44891283,1666189852239
92873719672742,-0.0074568456,0.003195791,-0.05672529,8.469488,0.39504328,0.65421563,1666189852254
92873739576388,-0.028762119,-0.0234358,-0.05659213,8.617929,0.40880993,0.6847417,1666189852272
92873759480033,-0.02210422,-0.04607265,-0.059388448,8.87351,0.53809685,0.84934306,1666189852291
92873779383419,0.019840535,-0.06511424,-0.062317923,9.142858,0.58657944,0.7721301,1666189852312
92873799286544,0.061518975,-0.0820253,-0.062184766,9.389461,0.5895722,0.4441244,1666189852333
92873819189669,0.07962846,-0.093476884,-0.059521604,9.355343,0.5895722,0.06584055,1666189852355
92873839092794,0.073236875,-0.09920268,-0.054461602,9.239224,0.6769605,-0.18195933,1666189852373
92873858995919,0.069907926,-0.10053425,-0.044607915,9.178172,0.86849666,-0.20470424,1666189852391
92873878899044,0.08069372,-0.10026794,-0.030360013,9.202114,0.9696517,-0.2777274,1666189852411
92873898802169,0.0870853,-0.100401096,-0.00972053,9.709685,1.3395559,-0.47105917,1666189852429
92873918705294,0.07789741,-0.10253163,0.013848428,10.432734,1.6801311,-0.66379243,1666189852452
92873938608419,0.037550543,-0.10279794,0.043808967,11.957242,1.9841946,-0.7338228,1666189852470
92873958488002,-0.016511586,-0.10226531,0.06937529,13.399749,2.6402059,-0.6434417,1666189852490
92873978415815,-0.04753739,-0.08269109,0.11025479,13.684658,2.6850972,-0.28072014,1666189852518
92873998318940,-0.049801074,-0.047803707,0.13768533,12.798803,2.6150668,-0.16280572,1666189852536
92874018222065,-0.062584236,-0.021837905,0.14421007,10.677541,1.8076223,-0.24779987,1666189852550
92874038125190,-0.079095826,-0.0022636852,0.12756532,10.616488,1.5747862,0.427365,1666189852571
92874058028315,-0.049934234,-0.0070573715,0.099335834,10.937312,1.560421,1.1719618,1666189852590
92874077931440,0.0087884255,-0.025566328,0.075367406,10.937312,1.2264298,1.2389994,1666189852617
92874097834565,0.018508956,-0.04753739,0.050999496,10.608109,0.99538934,0.8583213,1666189852630
92874117737690,-0.041545283,-0.07203846,0.03648528,10.612898,0.9756372,0.6913257,1666189852654
92874137640815,-0.10452899,-0.09387636,0.03302317,10.742185,1.3108255,1.0139444,1666189852668
92874157543940,-0.09440899,-0.11451584,0.03528686,10.228628,1.459266,1.4520833,1666189852691
92874177447065,-0.029427908,-0.13036163,0.04034686,9.529521,1.2665327,1.2437878,1666189852709
92874197349877,0.0043942127,-0.14221269,0.042077914,9.101558,0.93254155,0.62847793,1666189852733
92874217248888,-0.017976323,-0.14953639,0.039947387,9.009381,0.736217,0.40222588,1666189852754
92874237157846,-0.04234423,-0.15259902,0.036218964,8.966286,0.7170634,0.45848963,1666189852769
92874257060971,-0.012916322,-0.15393059,0.028495802,8.796896,0.76315176,0.92296475,1666189852788
92874276964096,0.06910898,-0.15033533,0.020905798,8.778939,0.7015011,0.89184016,1666189852809
92874296867221,0.15180007,-0.14234586,0.014381059,8.608951,0.45549688,0.43275195,1666189852837
92874316770346,0.18615483,-0.12863058,0.0073236874,8.2833395,0.18076223,-0.1328782,1666189852850
92874336673471,0.16711323,-0.10679268,-0.0019973693,8.186973,0.06284779,-0.4758476,1666189852868
92874356576596,0.12783164,-0.07869635,-0.009321057,8.455722,0.07062895,-0.46746787,1666189852888
92874376479721,0.11851058,-0.045939494,-0.017843166,8.785523,0.30107087,-0.12330139,1666189852910
92874396382846,0.16138744,-0.013848428,-0.0259658,8.956709,0.37588966,0.01316811,1666189852933
92874416285971,0.22144169,0.014381059,-0.034354754,8.996213,0.37708676,0.046686932,1666189852948
92874436189096,0.24114905,0.033422645,-0.04354265,8.908825,0.26276365,-0.22505496,1666189852968
92874456092221,0.1966743,0.0468716,-0.045939494,9.111733,0.20530279,-0.59376204,1666189852990
92874475995710,0.11025479,0.054994237,-0.04420844,9.1350765,0.3345897,-0.5793968,1666189853014
92874495899356,0.01824264,0.05925529,-0.037950017,9.12131,0.43754035,-0.46806642,1666189853033
92874515803002,-0.039947387,0.06005424,-0.020373167,8.953117,1.0043676,0.23104046,1666189853053
92874535706335,-0.038615808,0.061785292,0.003462107,9.197925,1.2563573,0.53929394,1666189853069
92874555609460,0.017310534,0.06458161,0.04354265,10.25257,2.1470003,0.9516952,1666189853088
92874575512585,0.08442214,0.06657898,0.094142675,10.23222,2.4073699,0.74998367,1666189853107
92874595415710,0.13435638,0.070307404,0.13741902,11.717822,2.7844565,0.4405331,1666189853126
92874615318835,0.15725954,0.06684529,0.18535587,12.688072,3.0813377,0.24600422,1666189853148
92874635221960,0.16178691,0.050466865,0.234358,12.846687,2.6928782,-0.16101007,1666189853167
92874655125085,0.18402429,0.028229486,0.25539696,11.654375,2.0775685,-0.20410569,1666189853194
92874675028210,0.1932122,0.00972053,0.22663485,9.940127,0.91817635,-0.9271546,1666189853206
92874694929825,0.12876374,0.0077231615,0.1932122,10.562021,0.61052144,-1.4095862,1666189853228
92874714816231,0.017310534,0.017576851,0.15899059,12.621035,0.3441665,-1.9213469,1666189853245
92874734738731,-0.017843166,0.04314318,0.12183953,12.679093,0.47105917,-1.5454572,1666189853268
