Timestamp[nanosec],lat[deg],lon[deg],alt[deg]
1666189608099, 43.6156525, 7.0670331, 174.59999084472656
1666189608706, 43.6156525, 7.0670331, 174.59999084472656
1666189611852, 43.6156563, 7.0670323, 174.59999084472656
1666189611919, 43.615658, 7.0670316, 174.59999084472656
1666189612938, 43.6156603, 7.0670317, 174.59999084472656
1666189613940, 43.6156612, 7.0670318, 174.59999084472656
1666189614935, 43.6156616, 7.0670308, 174.59999084472656
1666189615945, 43.6156629, 7.0670311, 174.59999084472656
1666189616937, 43.6156623, 7.0670284, 174.59999084472656
1666189617948, 43.6156615, 7.0670264, 174.59999084472656
1666189618937, 43.6156613, 7.0670239, 174.59999084472656
1666189619941, 43.6156621, 7.0670211, 174.59999084472656
1666189620932, 43.6156639, 7.0670186, 174.59999084472656
1666189621947, 43.6156638, 7.0670164, 174.59999084472656
1666189622947, 43.6156639, 7.067014, 174.59999084472656
1666189623938, 43.6156654, 7.0670112, 174.59999084472656
1666189624941, 43.6156666, 7.0670079, 174.59999084472656
1666189625941, 43.6156686, 7.067007, 174.59999084472656
1666189626939, 43.6156689, 7.0670059, 174.59999084472656
1666189627932, 43.6156688, 7.0670032, 174.59999084472656
1666189628918, 43.6156688, 7.067002, 174.59999084472656
1666189629923, 43.6156731, 7.0670054, 174.59999084472656
1666189630924, 43.6156727, 7.0670133, 174.59999084472656
1666189631931, 43.6156726, 7.0670151, 174.59999084472656
1666189632936, 43.6156736, 7.0670141, 174.59999084472656
1666189633926, 43.6156748, 7.0670139, 174.59999084472656
1666189634928, 43.6156754, 7.0670181, 174.59999084472656
1666189635934, 43.6156761, 7.0670244, 174.59999084472656
1666189636930, 43.6156776, 7.0670308, 174.59999084472656
1666189637934, 43.6156724, 7.0670322, 174.59999084472656
1666189638924, 43.6156679, 7.0670298, 174.59999084472656
1666189639692, 43.6156679, 7.0670298, 174.59999084472656
1666189641554, 43.6156669, 7.067029, 174.59999084472656
1666189642859, 43.6156661, 7.0670276, 174.59999084472656
1666189642911, 43.615666, 7.0670273, 174.59999084472656
1666189643947, 43.6156664, 7.0670269, 174.59999084472656
