Timestamp[nanosec],lat[deg],lon[deg],alt[deg]
1666189597472, 43.6156576, 7.0670103, 175.29998779296875
1666189600154, 43.6156583, 7.0670101, 174.59999084472656
1666189600199, 43.6156586, 7.0670101, 174.59999084472656
1666189601219, 43.6156585, 7.0670098, 174.59999084472656
1666189602225, 43.6156588, 7.0670099, 174.59999084472656
1666189603227, 43.6156589, 7.0670095, 174.59999084472656
1666189604230, 43.6156587, 7.0670089, 174.59999084472656
1666189605230, 43.6156588, 7.0670101, 174.59999084472656
1666189606209, 43.615659, 7.0670129, 174.59999084472656
1666189607225, 43.6156579, 7.067012, 174.59999084472656
1666189608239, 43.6156595, 7.0670137, 174.59999084472656
1666189609232, 43.6156592, 7.0670137, 174.59999084472656
1666189610224, 43.6156601, 7.0670164, 174.59999084472656
1666189611230, 43.6156598, 7.0670167, 174.59999084472656
1666189612232, 43.6156596, 7.0670189, 174.59999084472656
1666189613235, 43.6156593, 7.0670212, 174.59999084472656
1666189614238, 43.6156603, 7.0670226, 174.59999084472656
1666189615224, 43.6156614, 7.0670247, 174.59999084472656
1666189616232, 43.6156622, 7.0670268, 174.59999084472656
1666189617228, 43.6156626, 7.0670289, 174.59999084472656
1666189618225, 43.6156629, 7.0670286, 174.59999084472656
1666189619227, 43.6156632, 7.0670273, 174.59999084472656
1666189620219, 43.6156634, 7.0670255, 174.59999084472656
1666189621230, 43.6156634, 7.067024, 174.59999084472656
1666189622235, 43.6156641, 7.0670215, 174.59999084472656
1666189623229, 43.6156643, 7.0670205, 174.59999084472656
1666189624220, 43.6156644, 7.0670221, 174.59999084472656
1666189625230, 43.6156637, 7.067023, 174.59999084472656
1666189626233, 43.6156634, 7.0670234, 174.59999084472656
1666189627228, 43.6156616, 7.0670235, 174.5
1666189628225, 43.6156617, 7.0670225, 174.5
1666189629227, 43.6156624, 7.0670214, 174.5
1666189630224, 43.6156621, 7.067023, 174.5
1666189631230, 43.6156618, 7.0670248, 174.5
1666189632210, 43.6156604, 7.0670248, 174.59999084472656
1666189633229, 43.6156621, 7.0670266, 174.59999084472656
1666189634234, 43.6156631, 7.0670277, 174.59999084472656
1666189635230, 43.6156635, 7.0670292, 174.59999084472656
1666189636224, 43.6156658, 7.0670329, 174.59999084472656
1666189637228, 43.6156656, 7.0670365, 174.59999084472656
1666189638229, 43.6156646, 7.0670396, 174.59999084472656
1666189639227, 43.6156632, 7.0670411, 174.59999084472656
1666189640227, 43.6156632, 7.067042, 174.59999084472656
1666189641228, 43.6156636, 7.0670403, 174.59999084472656
1666189642228, 43.6156646, 7.0670426, 174.59999084472656
1666189643224, 43.6156683, 7.0670465, 174.59999084472656
1666189644232, 43.6156706, 7.0670489, 174.59999084472656
1666189645228, 43.615672, 7.06705, 174.59999084472656
1666189646228, 43.6156745, 7.0670502, 174.59999084472656
1666189647230, 43.6156756, 7.06705, 174.59999084472656
1666189648233, 43.6156768, 7.0670494, 174.59999084472656
1666189649224, 43.615676, 7.0670471, 174.59999084472656
1666189650224, 43.6156762, 7.0670457, 174.59999084472656
1666189651232, 43.6156761, 7.0670452, 174.59999084472656
1666189652234, 43.6156732, 7.0670467, 174.59999084472656
1666189653234, 43.6156731, 7.0670456, 174.59999084472656
1666189654226, 43.6156728, 7.0670441, 174.59999084472656
1666189655233, 43.6156712, 7.0670449, 174.59999084472656
1666189656241, 43.6156703, 7.0670456, 174.59999084472656
1666189657224, 43.6156713, 7.067044, 174.59999084472656
1666189658225, 43.6156729, 7.0670391, 174.59999084472656
1666189659226, 43.6156699, 7.06704, 174.59999084472656
1666189660230, 43.6156685, 7.0670414, 174.59999084472656
1666189661237, 43.6156699, 7.0670426, 174.59999084472656
1666189662235, 43.6156706, 7.0670438, 174.59999084472656
1666189663223, 43.6156722, 7.0670443, 174.59999084472656
1666189664228, 43.6156729, 7.067045, 174.59999084472656
1666189665219, 43.6156748, 7.0670454, 174.59999084472656
1666189666232, 43.615675, 7.0670472, 174.59999084472656
1666189667226, 43.6156748, 7.0670471, 174.59999084472656
1666189668217, 43.6156732, 7.0670477, 174.59999084472656
1666189669223, 43.6156714, 7.067047, 174.59999084472656
1666189670224, 43.6156723, 7.0670448, 174.59999084472656
1666189671229, 43.6156715, 7.0670424, 174.59999084472656
1666189672231, 43.6156715, 7.0670411, 174.59999084472656
1666189673219, 43.6156709, 7.06704, 174.59999084472656
1666189674220, 43.6156707, 7.0670377, 174.59999084472656
1666189675225, 43.6156714, 7.0670367, 174.59999084472656
1666189676240, 43.6156712, 7.067035, 174.59999084472656
1666189677224, 43.6156711, 7.0670326, 174.59999084472656
1666189678233, 43.6156707, 7.0670317, 174.59999084472656
1666189679217, 43.6156693, 7.0670318, 174.59999084472656
1666189680239, 43.6156695, 7.0670319, 174.59999084472656
1666189681240, 43.6156688, 7.0670305, 174.59999084472656
1666189682217, 43.6156672, 7.0670276, 174.59999084472656
1666189683223, 43.6156622, 7.0670258, 174.09999084472656
1666189684233, 43.6156598, 7.0670232, 174.09999084472656
1666189685229, 43.615658, 7.0670217, 174.09999084472656
1666189686240, 43.6156566, 7.0670225, 174.09999084472656
1666189687236, 43.6156552, 7.0670238, 174.09999084472656
1666189688223, 43.6156542, 7.0670234, 174.09999084472656
